GeneName  Indicator
SH2D4A 1
CCDC30 0
TG 1
CSNK2A1 1
TRIM46 0
LRRC46 1
IQCG 1
DHRS1 1
ACP6 0
CCL3L3 0
ZNF154 0
LMF1 0
FAM171A2 0
SRA1 1
ECT2 1
CCL5 0
OR13C4 0
FAM48A 1
PIGK 1
ACTR1A 0
GALK2 0
SRSF3 1
CXorf66 0
MGAT4A 0
RND2 0
RHEB 1
NDOR1 0
SOX5 0
MLST8 1
DYNC1H1 1
C1QTNF3 0
TEX29 0
HIPK1 0
AKT2 0
BCAS3 0
HLA-G 1
RFX2 0
PTPRZ1 0
LOC390940 1
NR1H3 0
RBM19 0
PDE4D 0
CD14 0
SMR3A 0
DUSP22 0
GEMIN5 1
RASA4 0
B4GALT3 1
NPAS1 1
FAM154B 0
AKAP8 1
PPIL2 0
ZNF251 0
PARP1 1
CTSL2 0
ZNF44 0
LRCH1 0
FES 0
ZNF639 0
ANKRD20A1 1
POU2F1 0
GAGE12J 0
CDRT1 0
SLITRK2 0
DHRS4L1 0
OR4C13 0
DEFB131 0
EIF3C 1
WFDC3 0
RASA2 0
ODF2 1
S100A7A 0
TTLL13 1
HBA1 0
HIATL1 1
C11orf52 1
ACSM2B 0
THYN1 1
NDUFV3 0
SLC35F1 0
CD74 1
SPTLC2 1
ADI1 1
ALKBH2 0
AMIGO3 1
BLVRA 0
FBXO33 0
RHCG 0
NRF1 0
ARMC2 0
CFDP1 1
ZCRB1 1
EFS 0
BCAN 0
PHIP 1
RALGAPA2 1
C6orf1 1
INSL5 0
PRAMEF7 0
TFAP2E 1
TRPM4 0
ZNF496 0
MED19 1
PLEKHA2 0
HS3ST6 0
GRIA1 1
UBQLNL 0
SART3 1
TULP1 0
VTA1 1
MPHOSPH9 0
TBC1D3F 1
NAPB 1
ADAP1 0
TMED10 1
CNTF 0
MYH9 1
PIH1D2 0
RGS10 1
SIM2 0
HIST1H2AJ 0
GLYAT 1
PVALB 0
MIF 1
RHOU 0
DZIP3 0
LIFR 0
IFNAR1 1
TECTB 0
NAA25 0
SMYD4 0
MUC4 0
SPIN4 1
ACVR2B 0
HGD 0
AOC3 0
GUCA1B 0
LOC100507055 0
RPS6KA1 1
SYTL5 1
LRRC14 1
TREML1 0
PAPL 0
NCKAP5 1
ZNF705A 0
PIAS4 0
SETD7 1
ARNTL2 0
LOC100144595 0
KLK14 0
DNAH2 0
MSTN 0
CACNG8 0
C6orf99 0
TRIM39-RPP21 1
OR4D9 0
TBC1D3B 0
SFI1 0
TMEM106B 0
P4HA1 1
GATSL2 1
GPATCH4 1
KLHL4 0
ERCC4 1
ZNF383 0
ABCA10 1
SUV420H2 0
TRPA1 0
ICAM3 1
C4orf26 0
ALX1 0
RBP2 0
BOLA2B 1
RAET1E 0
ZNF480 0
ADCK1 0
ST6GALNAC1 0
TIA1 0
A4GNT 0
HCN3 0
TRIB1 1
PIK3R1 0
BAGE 0
SETMAR 1
MBD4 0
KIF21B 0
SPATA5 1
PHF17 1
DHRS7C 0
EIF2B3 1
APLF 0
PYY 0
PAG1 0
SYCP2L 0
WBSCR17 0
C22orf28 0
GATSL1 0
WNT9A 0
CCDC74A 0
TAPBPL 1
SFTPB 0
HSPBP1 1
CPSF3 0
GRM5 0
PBX2 0
IL27RA 0
BMP10 0
TLX2 0
SHKBP1 1
APBA3 0
EIF2AK3 1
PSKH2 0
CA5B 0
ABCA9 0
SFT2D3 0
CCDC83 0
FAM50A 1
OR6C1 0
NME5 1
BCKDK 1
BSND 0
KCNE4 0
KRTAP4-3 0
ANKS4B 0
FAM49A 0
MICU1 1
CLDND2 1
KIAA1210 0
CNTN4 0
ABCB9 1
CPM 0
TLR7 0
CDY1B 0
R3HDM4 0
MAGEB6 0
LDOC1L 1
DUX4L3 0
OCA2 0
BRE 1
TLR9 0
PAIP2B 0
ADAM21 0
AKT3 0
RAD23B 1
FZD7 1
GPR101 0
ADRA1A 0
ACP2 0
USP9Y 1
B4GALT1 1
TTC18 0
C15orf60 0
FAM190A 0
SLC29A3 0
JOSD2 1
PSPN 0
OR5R1 0
SPOPL 0
MPDZ 1
EIF4E2 1
A4GALT 0
GJA8 0
ZNF626 1
YAF2 0
FAM86C1 1
SF3B5 1
COL3A1 1
KCND2 0
XPO1 1
MUC13 0
PECAM1 0
SLC5A8 0
C22orf13 0
C9orf156 1
TGFA 0
CT45A4 0
SPRR1A 0
ASCL1 0
MYT1 0
SLC12A2 0
HS3ST3B1 0
SYNGR2 1
TIMM9 1
C3orf80 0
DPH3 1
HEATR1 0
CDC14B 0
ABL1 0
URI1 0
EEF1A2 0
C10orf111 0
PLTP 0
ZNF334 0
NAALADL1 1
CXCR7 1
CDH23 0
PRL 0
HTR4 0
C1orf185 0
CLEC17A 0
PAQR8 0
SLC22A24 0
RABGEF1 1
KRTAP19-8 0
GATA5 0
INCENP 0
TBL1X 0
DDB2 0
GMEB1 1
C8B 0
LIMS3 1
ETHE1 0
PRSS23 1
LOC284385 1
MUC20 0
ZNF277 0
METTL24 1
COMMD9 1
FAM190B 1
ATP6V1A 0
ASL 0
LPHN1 0
PLAC4 0
GSTM4 1
FAM24B 0
TAF9 1
ZNF529 0
PRAMEF18 0
ZBTB8A 0
ZNF709 0
GPR56 0
ZNF528 1
APBB1IP 0
ARFRP1 1
EBAG9 0
ATL1 0
C1QTNF8 0
FGFR1 1
C9orf139 0
NPAS4 1
USP17L2 0
OCEL1 1
ABCB11 0
BSPH1 0
RELN 1
OR2AT4 0
C5orf63 1
AAMP 0
IFNA21 0
OSCAR 0
PRSS41 0
NSMCE2 1
MAPKAPK3 0
CAPN10 0
LRRC24 0
DPM1 1
BAI3 0
NEIL1 0
DKK4 0
STRN3 0
CCDC37 0
CNTFR 0
KLHL5 0
CDK16 0
MIP 0
BPY2B 0
NIPBL 0
ARHGEF3 1
SERPINE2 0
CRISPLD2 1
ARL5C 0
PPAN 0
PCOLCE2 0
CYP2A6 0
OR52D1 0
RBM6 0
DUSP2 0
KLRC1 0
PAEP 0
HIST1H2BM 0
TRIM49L2 0
PPP1R8 1
MKI67 1
PI16 0
RNF217 0
ITGA3 1
NOL12 1
TRIM28 1
PRAMEF11 0
KRTAP12-1 0
FAM83E 0
KIAA1751 0
ALDH7A1 0
GTF3C4 0
TBC1D22A 1
RBM25 1
MUM1 1
CTF1 1
RHPN1 0
GSTP1 1
KRTAP7-1 0
RPL29 1
TRMU 0
TM9SF4 0
UBR3 0
KLF11 0
XBP1 0
OPLAH 1
ABCC8 0
CCDC158 0
SMPD4 0
TOP2A 0
PRAMEF8 0
MGEA5 0
SSX2 0
ST8SIA5 0
COL9A1 0
C7orf57 0
PSMF1 0
APOD 0
ID2 1
CLDN2 0
CAB39L 1
IL22RA2 0
RBMY1B 0
PFDN2 1
BRD1 0
PKLR 0
LOC100129083 0
IRF9 1
KANK1 1
CCDC11 0
MMP16 0
TAS2R14 1
TMEM35 0
TMX1 1
MRPL3 1
NMNAT1 0
GPR88 0
ERMN 0
SUPT3H 1
GMNC 0
HP 0
TSSK6 0
PDHA1 0
GCAT 1
SOX1 0
KIFC3 0
EDDM3A 0
IL31RA 0
GIPC1 0
MMD2 0
HTR2C 0
PHTF2 1
PEX11G 0
C1orf54 1
PSG5 1
LYSMD3 1
CSN2 0
C20orf111 0
C1QL1 0
IQCF3 0
SH3GLB1 1
GYS1 1
WASF1 1
PRCC 1
EMP2 0
RNASE6 0
CDK3 0
FAM73A 1
ZC3HC1 0
HNRNPF 0
PPM1J 1
C1orf194 0
ABCB1 0
KCMF1 0
CPLX2 0
OLFML3 1
PITX3 0
TCEB1 1
DBC1 1
IL10RA 0
PRMT1 1
SULT6B1 0
CLDN19 0
S100A13 1
FEV 0
LAMTOR1 1
KRTAP19-6 0
SMC6 0
PNPT1 1
ZBTB22 0
TSGA10IP 0
PPP1R11 0
C16orf42 1
MAGEF1 0
CETN1 0
MAGI1 0
SLC15A5 0
NUDCD2 0
ATP8B4 0
SSBP3 0
KIF5C 1
AHRR 1
RPS29 1
PRPSAP2 1
HIST1H2AD 1
HES5 0
VN1R2 0
CXorf21 0
SPATA2 0
PSMC2 1
MARCH10 0
PID1 1
PRPF4B 1
C4orf37 0
HDGFRP3 0
SDC3 0
HIST3H3 0
LGALS7 0
ADCY4 0
PRAMEF13 0
DNAJC27 0
C5orf4 0
ULBP1 0
POLD4 0
CS 1
TBX10 0
PAWR 0
HIST4H4 0
SEC61A2 0
MPV17 1
SH3RF2 0
KLHL8 0
TCTN3 0
MMP13 0
SEL1L2 0
BTN3A2 0
FTSJ2 1
TPK1 1
USP12 0
STK11IP 0
FOXP2 0
TRIM50 0
ELANE 0
CRTAM 0
C2orf57 0
C6orf25 0
FJX1 1
LIN7C 1
KCNK15 0
NAGPA 0
RAB15 0
CD86 0
IL32 0
AK5 1
CUX1 1
LMCD1 1
PCSK5 0
OR56A1 0
CD1E 0
GLRX5 0
SIGLEC9 0
SGSM2 0
TTC23 0
BTC 0
CNTN5 0
RHBDD3 0
NUDT11 0
CXorf51A 0
PRPH2 0
YOD1 1
SV2C 0
LBP 0
HIST3H2A 0
BRI3BP 0
HIST1H3I 0
FABP2 0
IMMT 1
OR10H1 0
CAPN6 0
NCAPD2 1
A2ML1 0
ACY3 0
SH3BP5L 1
HR 0
ASB13 1
FAM209B 0
PNLDC1 0
NETO1 0
ZBTB7C 0
GSC2 0
KRTAP23-1 0
DEPTOR 1
NCOR2 0
SPTB 0
BMP7 0
SLMO2 1
ZNF551 0
ACAP3 0
PKNOX1 0
RG9MTD3 1
ACACA 0
ANKRD40 1
FERD3L 0
FAM71B 0
RTN4RL2 0
TUFT1 0
ZNF624 0
ZNF323 0
MMAA 0
LAPTM4B 1
WNT6 0
IQGAP3 1
DDX6 1
CTSO 1
JRKL 0
LILRA5 1
ZNF750 0
C3orf32 0
CFHR2 0
RSPH3 0
TIGD5 1
FZD1 1
ANP32C 0
TGM7 0
SPRY3 0
FAM133B 0
SLC25A21 0
WFIKKN2 0
FAM45A 1
TAF1 1
ST3GAL5 1
PHACTR3 0
EIF2C4 1
PRDM9 0
IL17D 0
ZC2HC1B 0
DOCK5 1
BDP1 0
PRKG2 0
EAF2 0
LBH 1
DOCK7 1
XPO6 1
MAEL 0
TMEM198 1
RFXAP 0
ZNF264 1
LY96 0
GNB2L1 1
LCE3C 0
DCTN3 1
CCRN4L 1
FAT4 0
SSTR3 1
IFNA4 0
RSU1 1
KRTAP3-2 0
PTX3 1
PLD6 0
CCKBR 0
WDR76 0
TAS2R46 0
ITGA1 1
PRAMEF16 0
DRD1 0
CSRP2 1
CYTL1 0
TCAP 0
TTYH1 0
PRF1 1
TNIK 0
FBXL16 1
NAV1 1
ST6GALNAC3 0
SYT15 0
KIAA1147 0
MRPL38 1
MOGS 0
USP17L3 1
FCHO1 1
LOC100127983 1
CHSY1 1
MRPL24 1
CLSTN3 0
TMEM68 1
C3orf38 1
NAAA 0
CDCP1 1
PLEKHH2 0
PIGW 1
CNTROB 1
ZNF845 0
C6orf47 1
SH2B1 1
NLRP8 0
OR8G1 0
NLRP6 0
SOX17 0
SH2D5 0
SLC18A1 0
GPR78 0
SPINK9 0
PDZRN3 0
CCDC132 0
SLC7A2 0
OR10V1 1
KREMEN1 0
PROP1 0
ADAM7 0
FPR2 0
STEAP1 1
INPP5K 1
CCNT1 1
SLN 0
AICDA 0
TRIM49 0
NR1H2 0
ANKRD42 0
TAS2R31 0
SLAMF6 0
DRD5 0
KRT12 0
POLDIP3 0
IGIP 0
KCNK9 0
ENHO 0
LRRC1 0
LRBA 1
YPEL4 0
IFNA10 0
OR4F3 0
ATP2B2 0
SPP2 0
FBXO11 1
KCTD20 1
RNF17 0
TMEM114 0
SYNDIG1 0
PCNXL2 0
C7orf25 1
LRRC70 0
ITGB3 0
VANGL1 0
YTHDF3 0
DHPS 1
CFHR3 1
C10orf35 0
ARMC1 1
TPP2 1
ATP5G2 1
SFR1 0
FAM83G 1
GPR155 0
USP40 1
PNMA1 1
WDR77 0
CEP164 0
ZNF414 0
FAM20B 0
INPP4A 0
ZNF133 0
EPHB3 0
GABRE 1
NUP62CL 0
GFM2 1
DCAKD 0
YPEL5 1
CXCL12 0
LGR5 0
SLC25A29 1
TWIST1 0
ZFAND5 1
COL6A5 0
IRF6 0
GSTA5 0
ANP32A 1
P2RY8 0
SLC48A1 0
ZNF527 0
THSD7B 0
CT45A6 0
SPG7 0
TTC17 1
DLK2 0
MYEOV2 1
RNH1 1
CA10 0
SIDT2 1
KIF13A 1
PQBP1 0
SEMG2 0
MUC7 0
OR9Q2 0
FAM127A 1
NHLRC2 0
ZNF275 0
LOC100130348 0
TADA2A 1
HECTD3 0
DPF2 1
PIAS1 1
C17orf49 1
ADAMTSL3 0
DDI1 1
AGPAT6 1
GALNT7 0
SH3D21 0
MALT1 0
MLLT10 1
RPS10-NUDT3 1
AMBN 0
ADK 1
BIRC5 1
CDRT15L2 0
CNTNAP1 1
LEPRE1 1
HPN 0
DNAH3 0
OR2T2 0
SLC25A22 1
CFHR5 0
PPP1R3A 0
TTC39B 0
PTTG1 1
STK4 1
INTS7 1
COX4I1 1
ZNF799 0
C6orf141 0
ARHGAP5 1
BCCIP 0
NOXRED1 0
HAS2 1
TRMT1 1
SUMO3 1
LPPR1 0
PTRHD1 1
PSMD13 0
PSMA1 1
ZC3H12D 0
ADM2 0
FAM170A 0
GADD45B 0
AR 0
KRT80 0
POTEG 0
ESRRB 0
FAM19A4 0
TEAD2 0
HOXD8 1
KRI1 0
HLA-DMA 1
ZSWIM5 0
MFNG 0
ZNF589 0
FASTKD2 1
ZNF777 0
C17orf102 1
RBMX 0
MRPL16 0
PURA 1
ENTHD1 0
SNX24 0
ZNF620 0
LOC283710 0
BPIFB3 0
RIMS4 0
HMGA2 1
FRMD4A 0
C16orf58 1
HMGCL 0
ANO5 0
CALR 1
B3GALNT2 1
MICA 0
GABARAPL1 1
DYNC2H1 1
SLC2A2 0
EPN1 1
ABI3 0
HOXB2 0
LIMK2 0
PHB 1
MFSD9 0
MDM2 1
FRMD4B 0
CYP8B1 0
P2RY12 0
PNMA6D 0
C11orf45 0
AMOT 1
SLCO1B3 0
AP1G1 0
ZBBX 0
C8orf85 0
KRTAP6-2 0
KLHDC7A 1
TMSB15B 1
ANKRD49 1
SOX14 0
RHOXF2 0
FKBP1A 1
LSR 1
ARPC3 1
ACTR3C 1
RTP4 0
NUFIP2 1
SFT2D1 1
GDE1 0
C1RL 0
AADACL2 0
KRT26 0
CYSLTR1 0
UBE2R2 1
IL28B 0
HCST 1
FBXL13 0
C9orf24 0
PCK1 0
SPIN3 0
MAFK 1
ZBTB48 0
RCAN2 0
TUBGCP2 1
FMO1 0
ZNF260 1
CRYZ 1
C14orf105 0
VASH2 0
C17orf70 1
SLC17A1 0
SPATA5L1 0
ERC1 0
FRMD7 0
RAB42 0
ADAMTS1 0
GABRP 0
PCDHB1 0
TYSND1 0
HILPDA 0
CORO7-PAM16 0
PRDM12 0
ZNF230 0
DPPA3 0
MOB1A 1
GREM2 0
GPATCH8 0
ACTG2 0
FBXO10 0
ZFP30 0
CNTNAP4 1
IKBKB 0
C4orf19 0
MYO15A 0
GOT2 1
HS3ST2 0
TOMM34 1
ZNF484 0
PARL 1
MMP25 0
SLC22A16 0
MYCL1 0
GRIP1 0
FPGT-TNNI3K 0
APOBEC3D 0
CCZ1B 0
AMY1A 0
SLC4A2 0
COX19 0
C17orf101 0
SLC6A6 1
MRPL4 1
COX4NB 0
INO80C 0
RTL1 0
PIWIL1 0
OCLM 1
PRSS45 0
ABCA12 1
TIAM1 0
CPSF3L 1
TMEM123 1
BCL7A 0
FLYWCH2 1
ERGIC3 1
SRRD 0
COMMD8 1
CXorf30 0
RAB11FIP5 0
ABCC2 0
MX2 1
SLC25A48 0
DPP8 0
TSPAN33 0
SERPINB5 0
OR4K1 0
EPHA6 0
FAM189A2 0
ANPEP 0
CDT1 0
OR52N5 0
HIST1H1D 0
C12orf61 0
KIF23 0
SERHL2 0
RALGPS2 0
SEMA3D 1
LOC401052 0
CLASRP 0
KRTAP4-1 0
CILP 0
MAGEA4 0
IPO13 1
RABL2A 0
KLHL25 0
YSK4 0
ADAMTS9 0
PSORS1C1 1
DYNC2LI1 1
TRAF1 1
ATP6V1C1 1
AZGP1 0
CCDC124 0
HCCS 1
TRIM64 0
CNOT6 0
CHDH 0
PSMB9 1
ABCF2 1
HOXD12 0
MAFG 0
MTERFD3 1
RESP18 0
SPRR2A 0
SPTBN1 1
GEM 0
AQP5 0
RPAIN 1
CCDC38 0
CEBPZ 0
F11 0
ANKRD1 1
PRKCG 0
RPL39 1
ASXL1 0
EIF4ENIF1 0
QKI 0
NICN1 1
GSTT1 0
PARP4 0
IL12RB2 0
MAP2K5 0
TOP1 1
DNMT3B 0
CT45A1 0
RS1 0
ACAT1 1
PRG2 0
GPRIN1 0
ADA 1
ARSB 1
FANCE 0
HSFX2 0
NBEA 0
NAT16 0
CTNND1 1
GTF2H2 1
PI3 0
TMEM98 1
LIX1L 1
LIPK 0
MTIF2 1
LMAN1L 0
SLC25A42 0
WDR6 1
SERPINH1 1
SIK3 0
MYO1A 0
DHRS3 1
PGRMC1 1
ZNF765 1
LAMTOR3 0
EVX1 0
CLCN3 0
MIB2 1
DEFB119 0
KDM2A 1
ZNF581 0
POLE4 1
DNAI2 0
SCAMP2 1
ZFP3 1
SGK3 0
SYCP1 0
AKR1B15 0
WDR67 0
CLDN18 0
CEP85L 1
RELL1 1
OR10A4 0
GPD1 0
TP53I13 1
FOLR4 0
PARP15 0
SFPQ 1
ADNP 1
UNG 1
STOML1 0
C9orf80 1
WRAP73 1
ALDOC 0
SGSH 0
BANP 0
VGLL2 0
AGAP11 0
DSC1 0
C21orf58 0
DEFB114 0
SMARCD2 0
PCID2 1
CASP4 0
CEP89 1
CAPN7 0
TTC24 0
CCDC72 1
ESPN 0
CRELD1 0
B3GALT4 1
PPM1K 0
HHATL 0
TXN 1
SLC9A8 1
C16orf54 0
LAMA1 1
CEACAM5 0
UGGT1 0
BOLA1 1
RFX1 1
APOA1 0
E2F8 0
TMC6 0
DBH 0
CDK2AP2 1
SECTM1 1
PRM1 0
H1FOO 0
DYDC2 1
FGF19 0
HMGN1 1
RGPD5 0
C3orf52 0
LEMD3 1
JUP 1
ARRDC3 0
PTPN1 0
ENTPD7 1
C12orf49 0
DDHD1 0
GTF2A1L 0
NECAB2 0
HCAR3 0
EIF4E1B 0
ZNF573 0
TMOD4 0
EPN3 0
RBBP8 0
ATF7IP2 0
GPR20 0
RHOB 1
CYB5R2 1
NPB 0
TFRC 1
RPL37 1
CCDC146 0
MGP 0
SELM 1
SUSD2 0
PRDM6 0
OR2W1 0
SUMF2 1
EBPL 1
CABLES1 1
SLC35D3 0
GTF3C1 1
ZNF397 0
OTUD7A 0
TRMT61B 0
ZDHHC1 1
PPA1 1
B9D2 1
DEFB103B 0
MARK2 0
APAF1 0
HAS3 0
GJB6 0
GUCY1A3 0
MGAT4B 0
FAM155A 0
NID2 1
C1orf87 0
GUCA2A 0
POLR1D 0
TM4SF1 1
RILPL2 0
FMO2 0
C17orf89 0
SSH2 1
TSPAN9 0
IL31 0
ZBTB33 0
KIAA1274 1
TBC1D10A 1
HFE2 0
MAD2L1BP 1
NAT9 1
ECE2 1
LRPPRC 1
PTH1R 0
PICALM 1
PCDH11Y 0
TUSC5 0
SCGB1D2 0
FLNC 1
OR5T2 0
ANLN 1
NEDD1 0
AGFG2 1
FGF7 1
CT45A2 0
RPLP0 1
DUS3L 0
GPR89A 1
MAP2K3 1
MRPL44 0
HIST1H3J 0
SAMD9 0
TM4SF19 0
SLC37A4 1
DFNA5 1
POLR2I 0
SF3B3 0
IL17RC 0
LTC4S 0
PRAMEF4 0
TIFAB 0
IREB2 1
SPAG6 0
PAK2 0
KRT86 1
ZFP14 1
THUMPD2 0
RAC1 1
PPM1D 0
PPIAL4D 1
TMEM241 0
MORN3 0
MAN2A2 0
MT1A 1
PNRC1 0
C7orf61 1
FMNL2 0
HRK 0
CXorf58 0
C4orf34 0
SNX1 1
TIMD4 0
C12orf52 0
LAT2 0
P4HTM 0
STX8 1
SHF 0
BMS1 0
IQCJ-SCHIP1 0
ARHGAP25 0
FGR 0
FYN 0
OR6T1 0
WDR20 1
NDN 1
GAPVD1 1
PLEKHA7 0
MAP7 0
RPL22 1
VOPP1 1
KLHL23 1
PALM2-AKAP2 0
PPP2R5E 0
VRK2 1
C9orf82 0
C5orf15 1
FEM1A 1
PRMT10 0
EIF5 1
CHD8 1
MMP3 0
YBX1 1
FBP2 0
SUMO4 1
IGHMBP2 0
COL25A1 0
DNAJA3 0
VPS52 0
FAM163B 0
PRSS48 0
PLCH1 0
DCAF5 1
ZNF630 0
ECI1 1
SCRN3 0
TCP11L2 1
NOXO1 0
OR6F1 0
ATP6V1E2 1
TIGD2 0
LIN9 0
HECW2 0
CXorf22 0
CHRNA3 0
SUGP2 0
PAN3 1
MSL1 1
KLLN 0
PRKRIR 0
ST7L 1
GPR160 0
IFT88 1
DOPEY2 0
YWHAG 0
LBX1 0
CAPN1 1
TRIM4 0
CCDC60 0
MCTP2 0
PSMC4 0
CRYBA4 0
SLC25A18 0
DPY19L4 1
JDP2 1
OCLN 0
C2orf40 0
PITPNM3 0
FAM162A 1
POLE3 0
HRH1 0
DGKH 1
CYS1 0
C16orf45 1
TM9SF3 1
GIPR 1
DPYD 1
DLG5 1
ATP1B2 0
FBXL8 1
PDK4 1
TECR 0
TNP2 0
C3orf77 0
MPND 0
PPBP 0
CCDC63 0
FAM89A 0
CCL22 0
METTL4 1
OBP2A 0
ECSCR 0
GPR83 0
EIF3M 1
C5orf49 0
MTMR1 1
DNASE1L3 0
RIOK3 1
CELF6 0
CCDC19 0
KDM4A 0
CDKL1 1
MRPS5 0
JPH2 1
HRC 0
SUPT16H 0
GYPC 0
FOXRED1 0
OR7D4 0
C3orf37 0
CDX1 0
SCAMP4 0
HENMT1 1
ZNF569 0
ZFY 0
PCDHGA7 1
ACP5 0
EVI2B 0
GP2 0
SLC35E3 0
ESPNL 0
ZNF830 0
TFAP2B 0
C5orf54 0
DEFB125 0
OSBPL5 0
NPY1R 0
C10orf95 0
CD276 1
UGT2B4 0
SDC4 1
TRIP12 1
ARHGAP10 0
THNSL2 1
TNFRSF13B 0
HEATR8 0
CTPS 1
RELT 1
LYG1 0
PSMA5 1
PITX1 1
PGLYRP2 0
TBC1D3C 0
FERMT3 0
PAGE4 0
KDELC2 0
MAP1S 0
AKAP5 0
HGFAC 0
STYK1 0
DVL1 0
LCN12 0
MEOX2 0
RGAG4 0
RILPL1 1
SPIN1 0
TEPP 0
SFMBT1 1
IGF2BP2 0
LMLN 0
ALKBH5 0
C6orf72 1
ORC5 0
ALDH1A1 1
NRXN3 0
PATE1 0
NLRP9 0
PRRG3 0
RMI2 0
PPP1R36 1
HAT1 0
ZNF843 0
SORBS2 0
APH1A 0
NSFL1C 1
NLRP5 0
TSPYL2 1
ISG20 1
LDHD 0
MOV10L1 0
CREBBP 1
OR6K6 0
WDFY2 1
SNRNP35 1
C18orf63 0
APOLD1 0
OR10R2 0
MYO6 0
SCGB2A2 0
UBE4B 1
NUF2 1
SLC25A20 0
OSR2 1
SLMO1 0
PKN2 1
SLC6A3 0
CCDC22 1
GPR37L1 0
KCTD19 0
COL27A1 0
PPEF2 0
VSNL1 0
MC5R 0
ZNF829 0
ZSWIM3 1
SLC22A23 1
TNIP2 1
C15orf24 0
WBSCR16 0
RCCD1 0
KRTAP1-1 0
POPDC3 1
SCXB 0
CPQ 0
CRH 0
HSD17B1 0
SAA1 0
SAMHD1 1
ARHGEF2 1
ZNF512B 0
ARL11 0
C11orf74 1
NLK 1
PBXIP1 0
LRRC3B 0
SIX4 1
LIN7A 1
PRKAR2A 0
UQCRHL 1
SGPP1 0
GRHPR 1
ZBTB9 1
PGM1 0
C8A 0
SPINT2 0
OR3A2 0
TIE1 0
WDR31 0
NR4A1 0
C1orf226 0
HDAC8 1
ZNF175 0
BEST2 0
OSBPL3 1
PCNT 0
OR10Q1 0
SSNA1 1
PMF1-BGLAP 1
DLGAP3 0
ADAM10 1
NOL8 0
DMP1 0
COX7A1 1
MLYCD 1
ITGB5 0
SAC3D1 0
UBXN2A 0
SERPINB8 1
MXRA7 1
CBLN3 1
MSTO1 0
PRR14L 0
GTF2H2C 0
PHF8 1
CHTF8 0
SMYD5 0
CT47A12 0
HNRNPUL2 0
APEH 0
DNAH8 0
STMN3 1
HADHA 0
POR 1
LNP1 0
CCL1 0
CASZ1 0
P2RY11 0
FERMT1 0
NOB1 0
CTNNA1 1
ZCWPW1 1
SFTPD 0
SDF2L1 0
FAM196B 1
SH2D1B 0
C18orf62 0
WNK4 0
VSIG10 0
BTG2 1
PCDHB10 1
C1orf158 0
HOMER3 1
MYH15 0
POLR2J3 0
CFLAR 0
BLM 0
OR8A1 0
MPP3 0
BNIP3 1
PGA4 0
PLD3 1
GGT6 0
POM121L12 0
ASIC5 0
KAT8 1
SEPHS1 1
MCHR2 0
SCXA 0
FAM192A 1
TTBK2 0
C12orf53 0
OXSR1 1
TTC38 1
ERI1 1
RAVER1 0
KCNG1 1
ANKRD20A2 0
SH3BP5 1
SELENBP1 0
ALYREF 1
PPP1R16B 0
KANK2 0
FRY 0
FAHD2A 0
HLA-DQA1 0
CFHR4 0
OCSTAMP 0
GPR85 0
NBEAL1 1
PSMC3IP 0
FAM184B 0
PRSS38 0
PF4 0
CNGB1 0
LPAR6 0
DNAJB1 1
AKAP17A 0
HIST1H2AE 0
CNTD1 1
TTC8 1
BMI1 0
HNRPDL 1
FLRT2 0
FAM25C 0
DPH3P1 0
B3GAT3 0
NOV 1
SH3KBP1 1
ROCK1 1
TRAF2 1
GPSM1 1
TP53BP2 0
CT45A3 1
GBP1 1
LHX1 0
FBXO27 0
RRAGD 0
DAPK2 0
ATXN7L1 0
CDC34 0
PNP 0
KIAA1257 0
FNIP2 1
FRG2B 0
FAM65B 0
SLC10A5 0
UBE2L3 1
NUP50 1
POC5 1
AHCYL2 0
FGFR1OP2 1
GTF3A 1
ZSCAN5A 0
S100A14 0
ACTN1 1
HCN1 0
HAPLN4 0
PLEKHO1 1
VRK1 0
MSX1 1
OR2AK2 0
TCIRG1 0
ZNF490 1
C8orf31 1
ZNF100 0
DCAF11 0
ALDH3A2 0
MESP2 0
TRIM59 0
C22orf39 1
CYBB 0
HS3ST3A1 1
CXCL9 0
A2LD1 0
IGSF1 0
ANKRD22 0
C1QL3 1
FBXL15 0
MAGEB3 0
TM2D3 1
PRPH 0
POU2F2 1
HSD17B10 1
C4orf51 0
ASS1 0
FAM179B 1
MAP2K6 0
ARL5A 0
LGI2 0
RAB3B 1
TBC1D28 0
C2CD4D 0
BTG1 0
MET 1
WARS 0
NR2E3 0
MSH3 0
FAM75A4 0
TMC1 0
C1orf106 0
PAH 0
ADAM22 0
C9orf57 0
SEBOX 0
EMB 0
ZFHX3 0
ZNF257 0
REEP6 0
KIDINS220 1
SBDS 0
TFPT 1
ZCCHC11 1
NFKB2 1
WDR78 1
VCAM1 0
CCRL1 0
SERP2 0
TSPAN10 0
TMEM183A 1
LSM14A 1
EIF3A 1
PACS2 1
SAGE1 0
UGT2A2 0
CMC1 0
MDH1 1
SQLE 1
SSX4B 0
RNF44 0
CDC27 1
CNDP1 0
RALGPS1 0
AHSA1 0
SMU1 0
KRTAP5-6 0
GNAI1 1
ANP32B 1
RUFY4 0
GOLGA1 1
CYP4V2 0
DSPP 0
ZNF462 0
USP25 0
ZBTB24 0
POLE 0
GMFG 1
CCDC15 1
CASD1 0
AAK1 1
NEMF 1
GORASP2 1
NFKBIE 1
CPLX3 0
KCNH8 0
FKRP 1
